75,69,79.33,51,51.8,51.67,0.88,1.67,0.88,6,0
78,70.6,78,52,51.8,53,0,1.62,0.96,0,0
75,73,78,49,50.6,54,0,0.88,1.35,5,0
85,75.8,75.33,54,50.8,52,0.96,0.96,1.41,3,0
74,77.4,78.67,56,52.4,52.33,0.39,1.35,0.46,7,0
75,77.4,81.67,52,52.6,54.67,0.06,1.41,0.07,1,0
77,77.2,85.33,48,51.8,60,0.01,0.46,0.01,1,0
84,79,88,57,53.4,63.67,0,0.07,0.005,1,1
84,78.8,90,59,54.4,66.67,0,0.01,0.025,0,1
88,81.6,88.67,64,56,67.67,0.005,0.005,0.025,3,1
92,85,82.67,68,59.2,65.33,0.02,0.025,0.08,0,0
90,87.6,80,68,63.2,62.33,0,0.025,0.17,0,0
84,87.6,81.33,67,65.2,58.33,0.06,0.08,0.44,6,0
74,85.6,85,61,65.6,60.33,0.11,0.17,0.38,10,0
82,84.4,85.67,59,64.6,64,0.27,0.44,0.29,7,0
88,83.6,84.33,55,62,65.67,0,0.38,0.03,0,0
85,82.6,85.67,67,61.8,63.33,0.02,0.29,0.035,2,0
84,82.6,88.33,70,62.4,63.67,0.01,0.03,0.02,9,0
84,84.6,91.33,60,62.2,68.33,0.005,0.035,0.01,7,0
89,86,92,60,62.4,71.33,0.005,0.02,0.005,2,1
92,86.8,91.67,71,65.6,69,0,0.01,0,1,1
93,88.4,89,74,67,65.67,0,0.005,0.03,1,1
91,89.8,83,69,66.8,64,0,0,0.035,3,1
91,91.2,81.67,64,67.6,64.67,0.03,0.03,0.035,2,1
85,90.4,81,64,68.4,66.33,0.005,0.035,0.025,4,1
73,86.6,83,64,67,66.33,0,0.035,0.06,10,0
87,85.4,80,66,65.4,66,0.02,0.025,0.065,8,0
83,83.8,83,69,65.4,65.33,0.04,0.06,0.055,4,0
79,81.4,87.67,64,65.4,66.33,0.005,0.065,0.02,5,0
78,80,93.33,65,65.6,66.33,0.01,0.055,0.025,9,0
92,83.8,94,67,66.2,66.33,0.005,0.02,0.015,4,1
93,85,94.33,67,66.4,67.67,0.01,0.025,0.01,1,1
95,87.4,95.33,65,65.6,69.33,0,0.015,0.005,1,1
94,90.4,95.67,67,66.2,70,0,0.01,0.005,0,1
94,93.6,92,71,67.4,67.67,0.005,0.005,0.01,0,1
98,94.8,87.33,70,68,65,0,0.005,0.005,1,1
95,95.2,83.33,69,68.4,64.67,0.005,0.01,0.015,1,1
83,92.8,84.33,64,68.2,64,0,0.005,1.1,3,0
84,90.8,77,62,67.2,62.33,0.01,0.015,1.11,6,0
83,88.6,73,68,66.6,59.33,1.09,1.1,2.5,9,0
86,86.2,72.67,62,65,57.33,0.01,1.11,1.61,3,0
62,79.6,80,57,62.6,59.67,1.4,2.5,1.6,10,0
71,77.2,84.33,59,61.6,61.67,0.2,1.61,0.205,10,0
85,77.4,83.67,56,60.4,62.33,0,1.6,0.065,1,0
84,77.6,82.67,64,59.6,60,0.005,0.205,0.075,8,0
84,77.2,82,65,60.2,58.33,0.06,0.065,0.075,5,0
83,81.4,82,58,60.4,60,0.01,0.075,0.025,1,0
81,83.4,81.33,57,60,61,0.005,0.075,0.715,1,0
82,82.8,80.67,60,60.8,59.33,0.01,0.025,0.71,4,0
83,82.6,78.33,63,60.6,55,0.7,0.715,0.71,6,0
79,81.6,78.33,60,59.6,50.67,0,0.71,0.01,2,0
80,81,78.33,55,59,49.33,0.01,0.71,0.01,1,0
76,80,80,50,57.6,54,0,0.01,0.005,0,1
79,79.4,78.67,47,55,61.67,0,0.01,0.145,1,0
80,78.8,79.67,51,52.6,63.33,0.005,0.005,1.125,2,0
81,79.2,79,64,53.4,59,0.14,0.145,1.12,7,0
75,78.2,81,70,56.4,54.33,0.98,1.125,0.985,8,0
83,79.6,78.33,56,57.6,56.33,0,1.12,0.005,2,0
79,79.6,76.67,51,58.4,57,0.005,0.985,0.025,1,0
